wavelength_nm,x_bar,y_bar,z_bar,x_chromaticity,y_chromaticity
715,0.003237954942448116,0.0012004586875156138,0.000000007365989188693872,0.7295285745540087,0.2704697658492124
716,0.003005650818063218,0.0011145612032631453,0.000000006967134051030871,0.7294881234422755,0.2705101855956493
717,0.0027904204177519013,0.0010349670991717176,0.000000006591049204023367,0.729446519493548,0.27055175753385946
718,0.002590905462239023,0.0009611747426326902,0.000000006236363707679847,0.729403832114486,0.2705944121952146
719,0.0024058669187507083,0.0008927264104564594,0.000000005901795889564737,0.7293601769315632,0.27063803388597585
720,0.0022341738121249986,0.0008292048540904678,0.0000000055861398131961805,0.72931556346784,0.2706826130130213
721,0.002074814849318445,0.0007702368091712985,0.00000000528827127391347,0.7292700596663058,0.27072808157607603
722,0.0019269437336498093,0.0007155104289952446,0.000000005007131095286422,0.7292236548779093,0.2707744502466079
723,0.0017897847663354517,0.0006647399642519928,0.000000004741727716044394,0.7291763193404606,0.27082174883196536
724,0.0016626060415401108,0.0006176558020517364,0.000000004491132799495732,0.7291280041376741,0.27087002629731033
725,0.0015447182542971376,0.0005740038915543772,0.0000000042544730652095385,0.7290786833356555,0.27091930863109187
726,0.0014354618032905882,0.0005335409816541802,0.00000000403092910822045,0.729028356691344,0.2709695961196489
727,0.0013341766598075416,0.0004960232404284888,0.000000003819736796593819,0.7289771325715314,0.27102078037293753
728,0.0012402458440135067,0.0004612226205649439,0.0000000036201739408326926,0.728925179042238,0.2710726932860987
729,0.0011531031505965124,0.0004289300101351912,0.0000000034315649245455838,0.7288726166077885,0.2711252143115839
730,0.0010722292497388256,0.00039895357256469755,0.000000003253276576264146,0.7288196017733771,0.27117818689752565
731,0.0009971479223785103,0.0003711175159962707,0.0000000030847104726211348,0.7287662513276865,0.27123149420952314
732,0.0009274239598425853,0.0003452614418799144,0.0000000029253107668321493,0.7287125529032557,0.27128514856794916
733,0.0008626572085041955,0.0003212379923811014,0.000000002774547732081713,0.7286584033465089,0.2713392530835299
734,0.0008024793369729919,0.00029891140704756873,0.0000000026319328260858194,0.7286037436700131,0.27139386669075016
735,0.0007465509811224617,0.00027815659111469734,0.0000000024969984323570485,0.7285484973123865,0.2714490659023145
736,0.0006945673671114801,0.000258861235688247,0.000000002369311710980345,0.7284925573304097,0.27150495763209903
737,0.0006462755154497673,0.0002409323266708349,0.000000002248460373192255,0.7284357136048397,0.2715617520908314
738,0.000601441526220634,0.00022428384783025726,0.000000002134060471643619,0.7283777278975182,0.2716196876415663
739,0.0005598418338950968,0.00020883350150096688,0.000000002025751004647005,0.7283183585108658,0.2716790061168609
740,0.0005212634107135665,0.0001945027995901132,0.0000000019231914231851524,0.7282573592208305,0.27173995388751676
741,0.00048549499855617676,0.00018121370772926758,0.0000000018260577115385743,0.7281945837122197,0.27180267738142905
742,0.0004523050725856408,0.0001688801440158116,0.0000000017340528769604957,0.7281303512721955,0.2718668572125044
743,0.0004214759926078096,0.00015742114213491995,0.0000000016468904110556111,0.7280650883713677,0.2719320667609917
744,0.0003928115525562564,0.00014676377765384074,0.0000000015643046738368229,0.7279992092869408,0.27199789158099885
745,0.0003661347216538806,0.00013684228156870076,0.0000000014860431764205003,0.7279331610947416,0.2720638844187185
746,0.0003412908165230294,0.00012759933523336496,0.000000001411869371026447,0.7278672575892676,0.27212973133209395
747,0.0003181585360971469,0.00011899034432715205,0.0000000013415593612937925,0.7278013829054832,0.2721955482195767
748,0.00029662839798034264,0.000110975109593618,0.0000000012749034270443054,0.7277353228719745,0.27226154933492336
749,0.0002765966465115221,0.00010351548783773073,0.000000001211703209217766,0.7276688634693377,0.27232794878884325
750,0.00025796507817468924,0.00009657535366937474,0.0000000011517739890745497,0.7276017541925196,0.27239499717870946
751,0.00024063928223038184,0.00009011988808895812,0.0000000010949358504590258,0.7275338289039106,0.27246286073518594
752,0.00022452454639075172,0.00008411408532006307,0.000000001041023869108077,0.7274649574416827,0.272531669615818
753,0.00020953180756255683,0.00007852498609353156,0.0000000009898811603443752,0.7273950559140586,0.27260150768804864
754,0.00019557890478957255,0.00007332217660920149,0.0000000009413615410420445,0.7273240371415918,0.27267246209805185
755,0.00018259001290394796,0.00006847758282325511,0.0000000008953222058182004,0.7272518034452011,0.2727446305071356
756,0.00017049490199762038,0.00006396517109964826,0.0000000008516350286571044,0.727178322751597,0.2728180449372636
757,0.00015922785022443538,0.00005976051369436369,0.0000000008101732871382036,0.7271037524324337,0.2728925479632799
758,0.00014872812962775456,0.00005584103143782766,0.0000000007708180136222155,0.7270282991167231,0.2729679328905592
759,0.00013893984487009555,0.000052185955288608494,0.0000000007334593439827095,0.7269521517496694,0.273044010691358
760,0.00012981154837870117,0.00004877616306981506,0.0000000006979947166644215,0.7268755502297242,0.2731205413715235
761,0.0001212966592225745,0.00004559437430633814,0.0000000006643218707641382,0.7267986411824087,0.27319737826086304
762,0.00011335525932668139,0.00004262586210641137,0.0000000006323476924769017,0.7267212771949559,0.2732746688200289
763,0.00010595058416627776,0.00003985705044530655,0.0000000006019820731719981,0.7266433408802813,0.2733525305321489
764,0.00009904788072446691,0.00003727511121413268,0.0000000005731436054034745,0.7265646307352633,0.2734311649761747
765,0.00009261440749110869,0.00003486794059202206,0.0000000005457523324475599,0.7264849793152812,0.2735107396999054
766,0.00008661831373813718,0.00003262374008850606,0.0000000005197346519700898,0.7264042627662014,0.27359137860049804
767,0.00008102609518726301,0.000030530042355591196,0.0000000004950153938540437,0.7263225263182459,0.27367303633560536
768,0.00007580629410700151,0.00002857512475391416,0.0000000004715299227027517,0.7262399044811231,0.27375557816513935
769,0.00007093031890533336,0.00002674834284681355,0.0000000004492126609957426,0.7261564750613704,0.2738389260775573
770,0.00006637216219356567,0.000025040010776869296,0.00000000042800684594573344,0.726072351995119,0.27392296586214165
771,0.00006210914896000682,0.000023441700058117163,0.0000000004078534349880878,0.7259875685199274,0.27400766412246863
772,0.00005812418447148797,0.00002194710579129491,0.0000000003886965692372469,0.7259019072273275,0.2740932384149984
773,0.000054401757947538286,0.00002055051260342061,0.00000000037048732435715504,0.725815090621713,0.27417996642605436
774,0.00005092684495547754,0.000019246374433334336,0.00000000035317880058023064,0.7257268383537031,0.27426812871455836
775,0.000047684950815835265,0.000018029327389181733,0.00000000033672095179455086,0.7256369206386593,0.2743579553725269
