wavelength_nm,x_bar,y_bar,z_bar
733,0.0008626572085041955,0.0003212379923811014,0.000000002774547732081713
734,0.0008024793369729919,0.00029891140704756873,0.0000000026319328260858194
735,0.0007465509811224617,0.00027815659111469734,0.0000000024969984323570485
736,0.0006945673671114801,0.000258861235688247,0.000000002369311710980345
737,0.0006462755154497673,0.0002409323266708349,0.000000002248460373192255
738,0.000601441526220634,0.00022428384783025726,0.000000002134060471643619
739,0.0005598418338950968,0.00020883350150096688,0.000000002025751004647005
740,0.0005212634107135665,0.0001945027995901132,0.0000000019231914231851524
741,0.00048549499855617676,0.00018121370772926758,0.0000000018260577115385743
742,0.0004523050725856408,0.0001688801440158116,0.0000000017340528769604957
743,0.0004214759926078096,0.00015742114213491995,0.0000000016468904110556111
